<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.22	13:35:00	2406.28	2407.20	2406.27	2406.83	664	0	4
2024.07.22	13:40:00	2406.82	2407.11	2406.37	2406.99	555	0	4
2024.07.22	13:45:00	2406.98	2408.42	2406.97	2407.40	592	0	4
2024.07.22	13:50:00	2407.41	2407.97	2406.46	2406.85	566	0	4
2024.07.22	13:55:00	2406.84	2407.03	2406.00	2406.91	490	0	4
2024.07.22	14:00:00	2406.91	2407.65	2406.34	2406.38	484	0	4
2024.07.22	14:05:00	2406.37	2406.40	2404.24	2404.67	536	0	4
2024.07.22	14:10:00	2404.66	2404.81	2404.07	2404.09	503	0	4
2024.07.22	14:15:00	2404.09	2405.12	2403.83	2404.24	520	0	4
2024.07.22	14:20:00	2404.25	2404.27	2402.64	2402.91	495	0	4
2024.07.22	14:25:00	2402.90	2403.30	2402.10	2403.20	595	0	4
2024.07.22	14:30:00	2403.27	2404.58	2403.10	2403.80	594	0	4
2024.07.22	14:35:00	2403.90	2403.90	2401.89	2402.41	502	0	4
2024.07.22	14:40:00	2402.41	2402.79	2401.16	2401.16	501	0	4
2024.07.22	14:45:00	2401.07	2401.54	2399.03	2399.46	715	0	4
2024.07.22	14:50:00	2399.47	2399.90	2398.70	2399.10	710	0	4
2024.07.22	14:55:00	2399.10	2399.50	2398.07	2398.07	696	0	4
2024.07.22	15:00:00	2398.08	2398.61	2396.71	2397.32	901	0	4
2024.07.22	15:05:00	2397.32	2398.61	2395.39	2396.06	767	0	4
2024.07.22	15:10:00	2396.01	2396.43	2394.57	2394.86	828	0	4
2024.07.22	15:15:00	2394.84	2396.03	2393.72	2395.98	983	0	4
2024.07.22	15:20:00	2396.05	2399.61	2396.02	2397.93	1255	0	4
2024.07.22	15:25:00	2397.93	2398.65	2396.79	2396.87	858	0	4
2024.07.22	15:30:00	2396.94	2397.29	2388.82	2389.76	1411	0	4
2024.07.22	15:35:00	2389.75	2393.48	2389.64	2393.45	1513	0	4
2024.07.22	15:40:00	2393.52	2395.42	2393.28	2393.68	1076	0	4
2024.07.22	15:45:00	2393.65	2396.49	2392.05	2396.07	1241	0	4
2024.07.22	15:50:00	2396.21	2397.37	2394.94	2395.30	970	0	4
2024.07.22	15:55:00	2395.22	2395.82	2394.02	2394.31	740	0	4
2024.07.22	16:00:00	2394.31	2399.66	2394.21	2399.03	1358	0	4
2024.07.22	16:05:00	2399.03	2400.19	2396.86	2398.95	1275	0	4
2024.07.22	16:10:00	2398.94	2399.79	2397.80	2397.83	1006	0	4
2024.07.22	16:15:00	2397.63	2398.79	2396.58	2398.20	1165	0	4
2024.07.22	16:20:00	2398.16	2398.75	2395.55	2395.57	946	0	4
2024.07.22	16:25:00	2395.55	2397.80	2395.53	2396.51	878	0	4
2024.07.22	16:30:00	2396.51	2398.92	2395.60	2398.92	1462	0	4
2024.07.22	16:35:00	2398.91	2399.00	2393.47	2397.00	1629	0	4
2024.07.22	16:40:00	2397.10	2397.91	2392.88	2393.77	1382	0	4
2024.07.22	16:45:00	2393.68	2394.50	2391.48	2393.80	1032	0	4
2024.07.22	16:50:00	2393.80	2394.55	2392.92	2392.92	857	0	4
2024.07.22	16:55:00	2392.92	2393.74	2391.59	2392.77	1130	0	4
2024.07.22	17:00:00	2392.73	2393.88	2391.41	2393.39	1349	0	4
2024.07.22	17:05:00	2393.39	2394.79	2391.90	2391.91	1115	0	4
2024.07.22	17:10:00	2391.90	2394.81	2391.90	2394.09	1118	0	4
2024.07.22	17:15:00	2394.11	2394.60	2391.87	2392.45	1041	0	4
2024.07.22	17:20:00	2392.46	2392.73	2389.28	2389.29	910	0	4
2024.07.22	17:25:00	2389.39	2390.49	2386.64	2386.69	1181	0	4
2024.07.22	17:30:00	2386.74	2387.11	2383.98	2384.49	1424	0	4
2024.07.22	17:35:00	2384.49	2388.29	2383.88	2386.96	1330	0	4
2024.07.22	17:40:00	2386.98	2389.16	2386.98	2388.93	1150	0	4
2024.07.22	17:45:00	2388.95	2388.98	2385.53	2386.11	1042	0	4
2024.07.22	17:50:00	2386.19	2388.70	2386.06	2388.31	1068	0	4
2024.07.22	17:55:00	2388.29	2389.19	2387.01	2387.23	1027	0	4
2024.07.22	18:00:00	2387.23	2390.53	2386.88	2389.49	1000	0	4
2024.07.22	18:05:00	2389.49	2389.54	2387.41	2387.96	775	0	4
2024.07.22	18:10:00	2387.95	2389.34	2387.81	2388.00	847	0	4
2024.07.22	18:15:00	2387.96	2388.49	2386.98	2388.43	905	0	4
2024.07.22	18:20:00	2388.43	2388.63	2385.02	2385.94	804	0	4
2024.07.22	18:25:00	2385.95	2386.58	2384.79	2386.08	984	0	4
2024.07.22	18:30:00	2386.17	2387.80	2384.99	2385.08	955	0	4
2024.07.22	18:35:00	2385.06	2387.13	2384.97	2385.32	808	0	4
2024.07.22	18:40:00	2385.35	2386.51	2384.30	2386.01	834	0	4
2024.07.22	18:45:00	2386.05	2387.63	2386.05	2386.72	789	0	4
2024.07.22	18:50:00	2386.72	2387.43	2385.54	2386.68	799	0	4
2024.07.22	18:55:00	2386.67	2386.67	2385.50	2386.32	719	0	4
2024.07.22	19:00:00	2386.31	2388.32	2386.13	2388.19	883	0	4
2024.07.22	19:05:00	2388.22	2389.44	2387.93	2388.34	849	0	4
2024.07.22	19:10:00	2388.33	2388.71	2386.98	2386.99	808	0	4
2024.07.22	19:15:00	2387.00	2388.03	2386.81	2387.63	602	0	4
2024.07.22	19:20:00	2387.62	2388.73	2387.47	2388.51	449	0	4
2024.07.22	19:25:00	2388.52	2389.73	2388.27	2388.36	595	0	4
2024.07.22	19:30:00	2388.39	2391.49	2388.15	2391.31	559	0	4
2024.07.22	19:35:00	2391.31	2392.73	2391.22	2392.16	558	0	4
2024.07.22	19:40:00	2392.16	2392.97	2391.29	2391.55	449	0	4
2024.07.22	19:45:00	2391.54	2392.18	2391.25	2392.18	308	0	4
2024.07.22	19:50:00	2392.19	2393.10	2392.01	2392.44	385	0	4
2024.07.22	19:55:00	2392.47	2393.32	2392.36	2393.05	374	0	4
2024.07.22	20:00:00	2393.07	2393.60	2391.84	2391.94	421	0	4
2024.07.22	20:05:00	2391.93	2393.18	2391.82	2392.47	477	0	4
2024.07.22	20:10:00	2392.47	2393.84	2392.33	2393.37	394	0	4
2024.07.22	20:15:00	2393.28	2395.14	2393.09	2395.11	451	0	4
2024.07.22	20:20:00	2395.14	2396.39	2395.00	2395.32	705	0	4
2024.07.22	20:25:00	2395.32	2396.26	2392.79	2393.31	809	0	4
2024.07.22	20:30:00	2393.31	2394.56	2392.74	2394.48	432	0	4
2024.07.22	20:35:00	2394.49	2394.65	2393.14	2393.60	387	0	4
2024.07.22	20:40:00	2393.60	2393.83	2393.31	2393.56	198	0	4
2024.07.22	20:45:00	2393.55	2393.98	2393.54	2393.75	270	0	4
2024.07.22	20:50:00	2393.67	2394.13	2393.56	2394.13	260	0	4
2024.07.22	20:55:00	2394.03	2394.12	2393.60	2394.06	208	0	4
2024.07.22	21:00:00	2394.07	2394.20	2392.59	2393.09	432	0	4
2024.07.22	21:05:00	2393.07	2394.01	2393.07	2393.63	336	0	4
2024.07.22	21:10:00	2393.64	2393.94	2392.53	2392.77	280	0	4
2024.07.22	21:15:00	2392.78	2394.70	2392.77	2394.67	371	0	4
2024.07.22	21:20:00	2394.67	2394.87	2394.23	2394.65	253	0	4
2024.07.22	21:25:00	2394.66	2395.10	2394.21	2394.89	275	0	4
2024.07.22	21:30:00	2394.89	2394.95	2394.26	2394.57	166	0	4
2024.07.22	21:35:00	2394.56	2394.62	2394.18	2394.55	224	0	4
2024.07.22	21:40:00	2394.54	2395.09	2394.51	2395.01	225	0	4
2024.07.22	21:45:00	2394.99	2395.93	2394.88	2395.78	236	0	4
2024.07.22	21:50:00	2395.77	2396.47	2395.73	2396.16	224	0	4
2024.07.22	21:55:00	2396.16	2396.28	2395.47	2395.75	330	0	4
2024.07.22	22:00:00	2395.77	2395.77	2395.19	2395.40	392	0	4
2024.07.22	22:05:00	2395.42	2396.58	2395.33	2396.54	260	0	4
2024.07.22	22:10:00	2396.57	2397.22	2396.54	2396.74	254	0	4
2024.07.22	22:15:00	2396.73	2397.58	2396.64	2396.72	232	0	4
2024.07.22	22:20:00	2396.71	2396.92	2396.23	2396.41	242	0	4
2024.07.22	22:25:00	2396.39	2397.25	2396.39	2397.14	224	0	4
2024.07.22	22:30:00	2397.16	2397.24	2396.67	2397.14	223	0	4
2024.07.22	22:35:00	2397.15	2397.84	2397.07	2397.81	209	0	4
2024.07.22	22:40:00	2397.80	2398.15	2397.53	2397.84	310	0	4
2024.07.22	22:45:00	2397.86	2398.52	2397.84	2398.42	172	0	4
2024.07.22	22:50:00	2398.41	2400.06	2398.35	2399.40	459	0	4
2024.07.22	22:55:00	2399.40	2400.01	2398.73	2399.00	364	0	4
2024.07.22	23:00:00	2399.00	2399.14	2398.29	2398.51	274	0	4
2024.07.22	23:05:00	2398.51	2399.51	2398.34	2399.20	161	0	5
2024.07.22	23:10:00	2399.20	2399.29	2399.00	2399.05	83	0	4
2024.07.22	23:15:00	2399.04	2399.04	2398.50	2398.59	95	0	4
2024.07.22	23:20:00	2398.58	2398.92	2398.50	2398.86	114	0	4
2024.07.22	23:25:00	2398.87	2399.08	2398.41	2398.84	172	0	4
2024.07.22	23:30:00	2398.84	2398.84	2398.33	2398.36	113	0	4
2024.07.22	23:35:00	2398.37	2398.43	2397.62	2397.87	120	0	4
2024.07.22	23:40:00	2397.84	2397.85	2396.84	2396.86	86	0	4
2024.07.22	23:45:00	2396.84	2396.92	2396.47	2396.73	113	0	4
2024.07.22	23:50:00	2396.75	2396.99	2395.80	2396.02	75	0	4
2024.07.22	23:55:00	2396.02	2396.76	2395.91	2396.41	73	0	4
2024.07.23	01:00:00	2396.44	2397.99	2396.44	2397.64	184	0	4
2024.07.23	01:05:00	2397.64	2397.64	2396.91	2397.14	77	0	4
2024.07.23	01:10:00	2397.12	2397.18	2397.02	2397.07	38	0	8
2024.07.23	01:15:00	2397.08	2397.08	2396.30	2396.51	65	0	7
2024.07.23	01:20:00	2396.50	2396.63	2396.26	2396.31	41	0	7
2024.07.23	01:25:00	2396.29	2396.42	2396.10	2396.29	73	0	4
2024.07.23	01:30:00	2396.29	2396.38	2395.81	2396.09	73	0	4
2024.07.23	01:35:00	2396.10	2396.67	2396.00	2396.52	89	0	4
2024.07.23	01:40:00	2396.51	2396.69	2396.19	2396.19	63	0	4
2024.07.23	01:45:00	2396.20	2396.20	2395.62	2395.67	88	0	4
2024.07.23	01:50:00	2395.67	2395.67	2395.32	2395.41	77	0	4
2024.07.23	01:55:00	2395.41	2395.49	2395.18	2395.19	35	0	10
2024.07.23	02:00:00	2395.21	2395.61	2395.17	2395.47	60	0	4
2024.07.23	02:05:00	2395.47	2396.15	2395.35	2395.87	125	0	4
2024.07.23	02:10:00	2395.87	2395.88	2395.13	2395.16	73	0	4
2024.07.23	02:15:00	2395.15	2395.57	2395.06	2395.47	93	0	6
2024.07.23	02:20:00	2395.47	2395.95	2395.47	2395.73	77	0	4
2024.07.23	02:25:00	2395.75	2395.84	2395.64	2395.73	46	0	7
2024.07.23	02:30:00	2395.73	2395.80	2394.80	2395.00	144	0	7
2024.07.23	02:35:00	2395.02	2395.35	2395.01	2395.24	78	0	7
2024.07.23	02:40:00	2395.24	2395.49	2395.04	2395.47	110	0	6
2024.07.23	02:45:00	2395.48	2396.15	2395.48	2395.87	182	0	4
2024.07.23	02:50:00	2395.88	2396.19	2395.48	2395.90	207	0	4
2024.07.23	02:55:00	2395.99	2396.09	2395.40	2395.75	304	0	4
2024.07.23	03:00:00	2395.77	2396.88	2395.54	2396.84	371	0	4
2024.07.23	03:05:00	2396.86	2397.36	2396.84	2397.31	338	0	4
2024.07.23	03:10:00	2397.30	2397.61	2396.16	2396.22	401	0	4
2024.07.23	03:15:00	2396.24	2397.25	2396.12	2396.96	443	0	4
2024.07.23	03:20:00	2396.94	2397.17	2396.07	2396.71	383	0	4
2024.07.23	03:25:00	2396.74	2397.45	2396.74	2397.34	263	0	4
2024.07.23	03:30:00	2397.34	2398.55	2397.33	2398.46	380	0	4
2024.07.23	03:35:00	2398.44	2399.17	2398.00	2398.17	505	0	4
2024.07.23	03:40:00	2398.17	2398.36	2397.50	2398.32	357	0	4
2024.07.23	03:45:00	2398.31	2398.51	2397.51	2398.28	335	0	4
2024.07.23	03:50:00	2398.29	2399.52	2398.27	2399.43	428	0	4
2024.07.23	03:55:00	2399.42	2400.27	2399.31	2399.99	601	0	4
2024.07.23	04:00:00	2400.00	2400.71	2398.79	2399.01	1166	0	4
2024.07.23	04:05:00	2398.97	2399.01	2397.89	2398.37	787	0	4
2024.07.23	04:10:00	2398.39	2400.38	2398.29	2400.24	1144	0	4
2024.07.23	04:15:00	2400.25	2400.86	2399.18	2400.59	1100	0	4
2024.07.23	04:20:00	2400.59	2403.40	2400.18	2402.88	1051	0	4
2024.07.23	04:25:00	2402.87	2403.92	2402.62	2403.36	1214	0	4
2024.07.23	04:30:00	2403.39	2404.01	2402.27	2403.51	1136	0	4
2024.07.23	04:35:00	2403.47	2403.96	2402.12	2402.92	1038	0	4
2024.07.23	04:40:00	2402.92	2403.56	2402.40	2403.40	904	0	4
2024.07.23	04:45:00	2403.39	2403.96	2402.46	2402.46	837	0	4
2024.07.23	04:50:00	2402.41	2403.01	2401.97	2402.51	911	0	4
2024.07.23	04:55:00	2402.52	2402.58	2400.98	2401.15	857	0	4
2024.07.23	05:00:00	2401.12	2401.62	2399.91	2401.62	1062	0	4
2024.07.23	05:05:00	2401.63	2402.46	2401.58	2402.41	693	0	4
2024.07.23	05:10:00	2402.42	2402.47	2400.89	2401.27	764	0	4
2024.07.23	05:15:00	2401.27	2401.97	2401.10	2401.61	480	0	4
2024.07.23	05:20:00	2401.63	2402.12	2401.53	2402.04	461	0	4
2024.07.23	05:25:00	2402.05	2402.42	2401.57	2401.74	395	0	4
2024.07.23	05:30:00	2401.74	2402.49	2401.26	2401.62	735	0	4
2024.07.23	05:35:00	2401.62	2402.10	2401.31	2401.78	951	0	4
2024.07.23	05:40:00	2401.73	2401.84	2401.29	2401.46	651	0	4
2024.07.23	05:45:00	2401.45	2401.58	2398.51	2398.69	964	0	4
2024.07.23	05:50:00	2398.68	2399.55	2397.65	2399.46	952	0	4
2024.07.23	05:55:00	2399.41	2400.41	2398.93	2399.73	850	0	4
2024.07.23	06:00:00	2399.72	2399.87	2397.52	2397.69	818	0	4
2024.07.23	06:05:00	2397.71	2398.20	2396.71	2397.86	831	0	4
2024.07.23	06:10:00	2397.87	2398.32	2396.27	2397.22	755	0	4
2024.07.23	06:15:00	2397.23	2398.19	2396.66	2397.38	892	0	4
2024.07.23	06:20:00	2397.39	2397.98	2396.82	2397.98	834	0	4
2024.07.23	06:25:00	2397.97	2398.81	2397.92	2398.45	751	0	4
2024.07.23	06:30:00	2398.46	2399.78	2398.17	2399.73	458	0	4
2024.07.23	06:35:00	2399.72	2400.82	2399.59	2399.63	564	0	4
2024.07.23	06:40:00	2399.64	2399.87	2398.89	2398.90	494	0	4
2024.07.23	06:45:00	2398.89	2399.27	2398.58	2398.82	429	0	4
2024.07.23	06:50:00	2398.85	2399.46	2398.81	2398.92	616	0	4
2024.07.23	06:55:00	2398.92	2398.98	2398.00	2398.33	426	0	4
2024.07.23	07:00:00	2398.32	2399.21	2398.23	2398.76	356	0	4
2024.07.23	07:05:00	2398.76	2398.83	2397.92	2398.38	311	0	4
2024.07.23	07:10:00	2398.38	2398.38	2397.60	2398.02	424	0	4
2024.07.23	07:15:00	2398.01	2399.26	2397.77	2399.18	386	0	4
2024.07.23	07:20:00	2399.21	2399.36	2398.83	2399.14	347	0	4
2024.07.23	07:25:00	2399.13	2399.64	2397.91	2398.01	280	0	4
2024.07.23	07:30:00	2398.06	2399.29	2397.93	2398.57	495	0	4
2024.07.23	07:35:00	2398.57	2399.09	2397.56	2397.70	454	0	4
2024.07.23	07:40:00	2397.72	2397.91	2396.73	2397.40	551	0	4
2024.07.23	07:45:00	2397.39	2397.40	2396.41	2397.01	477	0	4
2024.07.23	07:50:00	2397.02	2397.02	2395.93	2396.14	547	0	4
2024.07.23	07:55:00	2396.16	2397.14	2395.81	2396.55	497	0	4
2024.07.23	08:00:00	2396.60	2396.88	2395.00	2395.63	490	0	4
2024.07.23	08:05:00	2395.63	2395.90	2395.00	2395.05	408	0	4
2024.07.23	08:10:00	2395.05	2396.07	2394.97	2395.91	317	0	4
2024.07.23	08:15:00	2395.91	2396.07	2395.05	2395.11	341	0	4
2024.07.23	08:20:00	2395.11	2395.36	2394.18	2394.90	439	0	4
2024.07.23	08:25:00	2394.89	2394.89	2393.60	2393.75	522	0	4
2024.07.23	08:30:00	2393.75	2394.29	2392.97	2393.73	753	0	4
2024.07.23	08:35:00	2393.74	2395.55	2393.72	2393.95	640	0	4
2024.07.23	08:40:00	2393.94	2393.94	2391.52	2392.40	750	0	4
2024.07.23	08:45:00	2392.41	2392.53	2390.79	2391.60	921	0	4
2024.07.23	08:50:00	2391.59	2392.69	2391.01	2392.07	585	0	4
2024.07.23	08:55:00	2392.10	2393.17	2392.10	2392.61	649	0	4
2024.07.23	09:00:00	2392.57	2393.50	2391.64	2391.94	705	0	4
2024.07.23	09:05:00	2391.94	2393.04	2391.26	2391.83	626	0	4
2024.07.23	09:10:00	2391.83	2392.32	2390.02	2390.08	613	0	4
2024.07.23	09:15:00	2390.08	2390.31	2388.57	2388.61	781	0	4
2024.07.23	09:20:00	2388.61	2389.81	2388.36	2388.71	696	0	4
2024.07.23	09:25:00	2388.71	2389.75	2388.41	2388.42	686	0	4
2024.07.23	09:30:00	2388.42	2390.21	2388.32	2389.03	822	0	4
2024.07.23	09:35:00	2389.06	2391.39	2388.80	2391.34	862	0	4
2024.07.23	09:40:00	2391.32	2393.79	2390.60	2392.91	1167	0	4
2024.07.23	09:45:00	2392.92	2393.12	2391.15	2391.26	1088	0	4
2024.07.23	09:50:00	2391.16	2392.13	2390.59	2391.08	1058	0	4
2024.07.23	09:55:00	2391.09	2391.09	2389.51	2390.44	835	0	4
2024.07.23	10:00:00	2390.46	2391.59	2390.03	2390.67	920	0	4
2024.07.23	10:05:00	2390.65	2392.10	2390.29	2391.79	667	0	4
2024.07.23	10:10:00	2391.76	2393.24	2391.69	2393.12	696	0	4
2024.07.23	10:15:00	2393.13	2393.91	2392.88	2393.90	731	0	4
2024.07.23	10:20:00	2393.91	2396.12	2393.82	2394.83	927	0	4
2024.07.23	10:25:00	2394.82	2395.21	2392.86	2392.87	825	0	4
2024.07.23	10:30:00	2392.87	2395.19	2391.85	2395.09	980	0	4
2024.07.23	10:35:00	2395.10	2395.35	2394.38	2394.68	799	0	4
2024.07.23	10:40:00	2394.61	2396.57	2393.51	2395.54	770	0	4
2024.07.23	10:45:00	2395.55	2398.34	2395.55	2396.63	746	0	4
2024.07.23	10:50:00	2396.67	2398.90	2396.67	2398.89	619	0	4
2024.07.23	10:55:00	2398.84	2399.23	2397.32	2397.92	733	0	4
2024.07.23	11:00:00	2397.95	2398.43	2396.35	2397.27	852	0	4
2024.07.23	11:05:00	2397.28	2399.00	2397.22	2398.41	756	0	4
2024.07.23	11:10:00	2398.42	2398.42	2396.97	2396.97	604	0	4
2024.07.23	11:15:00	2396.98	2399.07	2396.78	2398.64	757	0	4
2024.07.23	11:20:00	2398.63	2399.67	2398.28	2398.87	683	0	4
2024.07.23	11:25:00	2398.86	2399.60	2398.59	2398.71	670	0	4
2024.07.23	11:30:00	2398.68	2399.93	2398.62	2399.92	586	0	4
2024.07.23	11:35:00	2399.91	2401.84	2399.82	2401.76	691	0	4
2024.07.23	11:40:00	2401.74	2404.12	2401.53	2403.63	821	0	4
2024.07.23	11:45:00	2403.63	2405.49	2402.67	2404.42	776	0	4
2024.07.23	11:50:00	2404.43	2405.92	2404.30	2405.49	766	0	4
2024.07.23	11:55:00	2405.52	2407.16	2404.04	2404.06	788	0	4
2024.07.23	12:00:00	2404.11	2404.32	2403.22	2404.23	760	0	4
2024.07.23	12:05:00	2404.24	2405.77	2404.24	2405.45	750	0	4
2024.07.23	12:10:00	2405.46	2407.11	2405.33	2406.86	658	0	4
2024.07.23	12:15:00	2406.88	2407.89	2405.80	2407.68	774	0	4
2024.07.23	12:20:00	2407.67	2407.67	2405.97	2405.99	631	0	4
2024.07.23	12:25:00	2405.99	2406.09	2404.27	2404.39	535	0	4
2024.07.23	12:30:00	2404.39	2405.40	2403.59	2403.59	686	0	4
2024.07.23	12:35:00	2403.61	2405.15	2403.58	2404.91	611	0	4
2024.07.23	12:40:00	2404.76	2407.13	2404.76	2407.13	662	0	4
2024.07.23	12:45:00	2407.15	2408.08	2405.57	2407.51	694	0	4
2024.07.23	12:50:00	2407.56	2408.11	2406.88	2407.67	555	0	4
2024.07.23	12:55:00	2407.69	2408.06	2406.89	2406.89	412	0	4
2024.07.23	13:00:00	2406.95	2408.08	2406.37	2408.05	484	0	4
2024.07.23	13:05:00	2408.06	2408.31	2406.71	2406.73	531	0	4
2024.07.23	13:10:00	2406.73	2407.92	2405.85	2407.81	611	0	4
2024.07.23	13:15:00	2407.81	2408.16	2407.34	2408.10	481	0	4
2024.07.23	13:20:00	2408.11	2408.15	2406.49	2406.72	573	0	4
2024.07.23	13:25:00	2406.73	2407.90	2405.64	2407.46	681	0	4
2024.07.23	13:30:00	2407.47	2407.98	2406.60	2407.69	639	0	4
2024.07.23	13:35:00	2407.69	2408.29	2407.29	2407.39	496	0	4
2024.07.23	13:40:00	2407.40	2408.10	2407.32	2407.45	434	0	4
2024.07.23	13:45:00	2407.46	2407.68	2406.19	2406.59	528	0	4
2024.07.23	13:50:00	2406.64	2407.85	2406.64	2407.63	484	0	4
2024.07.23	13:55:00	2407.64	2407.85	2406.85	2407.73	671	0	4
2024.07.23	14:00:00	2407.71	2408.12	2406.92	2407.69	797	0	4
2024.07.23	14:05:00	2407.66	2408.04	2406.44	2407.88	574	0	4
2024.07.23	14:10:00	2407.87	2408.39	2407.45	2408.13	476	0	4
2024.07.23	14:15:00	2408.11	2410.11	2407.97	2409.95	666	0	4
2024.07.23	14:20:00	2409.96	2411.39	2408.89	2411.23	534	0	4
2024.07.23	14:25:00	2411.14	2412.03	2409.89	2409.91	565	0	4
2024.07.23	14:30:00	2409.92	2410.36	2408.35	2408.87	576	0	4
2024.07.23	14:35:00	2408.86	2408.94	2406.33	2406.58	671	0	4
2024.07.23	14:40:00	2406.60	2408.50	2406.09	2408.40	657	0	4
2024.07.23	14:45:00	2408.39	2409.08	2408.01	2408.47	603	0	4
2024.07.23	14:50:00	2408.46	2408.58	2407.08	2407.28	667	0	4
2024.07.23	14:55:00	2407.30	2408.20	2406.30	2407.70	655	0	4
2024.07.23	15:00:00	2407.65	2408.21	2406.34	2406.53	888	0	4
2024.07.23	15:05:00	2406.58	2408.16	2406.12	2407.95	735	0	4
2024.07.23	15:10:00	2407.93	2408.70	2407.56	2407.86	559	0	4
2024.07.23	15:15:00	2407.96	2408.26	2406.92	2407.11	569	0	4
2024.07.23	15:20:00	2407.10	2407.74	2405.93	2406.29	870	0	4
2024.07.23	15:25:00	2406.28	2407.02	2404.57	2405.19	771	0	4
2024.07.23	15:30:00	2405.20	2406.18	2403.74	2404.70	884	0	4
2024.07.23	15:35:00	2404.67	2408.47	2404.67	2407.78	902	0	4
2024.07.23	15:40:00	2407.67	2408.98	2407.27	2408.17	828	0	4
2024.07.23	15:45:00	2408.21	2409.31	2408.01	2408.67	695	0	4
2024.07.23	15:50:00	2408.66	2409.08	2406.17	2406.17	780	0	4
2024.07.23	15:55:00	2406.09	2406.67	2405.47	2405.50	670	0	4
2024.07.23	16:00:00	2405.47	2405.94	2403.69	2404.83	1210	0	4
2024.07.23	16:05:00	2404.88	2407.69	2404.85	2405.59	932	0	4
2024.07.23	16:10:00	2405.60	2406.00	2403.77	2404.56	1055	0	4
2024.07.23	16:15:00	2404.58	2405.20	2403.43	2404.94	871	0	4
2024.07.23	16:20:00	2404.92	2405.34	2403.45	2403.65	753	0	4
2024.07.23	16:25:00	2403.67	2404.64	2403.12	2404.55	825	0	4
2024.07.23	16:30:00	2404.58	2405.14	2401.34	2402.00	1239	0	4
2024.07.23	16:35:00	2401.95	2403.77	2400.71	2403.47	1214	0	4
2024.07.23	16:40:00	2403.45	2405.51	2403.18	2403.67	1176	0	4
2024.07.23	16:45:00	2403.47	2404.00	2401.82	2402.14	1141	0	4
2024.07.23	16:50:00	2402.13	2402.98	2399.59	2399.78	1056	0	4
2024.07.23	16:55:00	2399.79	2402.20	2399.59	2401.95	798	0	4
2024.07.23	17:00:00	2402.00	2403.99	2401.84	2402.24	1109	0	4
2024.07.23	17:05:00	2402.25	2404.44	2401.66	2403.31	1175	0	4
2024.07.23	17:10:00	2403.31	2403.97	2402.20	2402.59	945	0	4
2024.07.23	17:15:00	2402.61	2403.02	2400.49	2400.67	1112	0	4
2024.07.23	17:20:00	2400.66	2402.75	2399.69	2402.28	1088	0	4
2024.07.23	17:25:00	2402.35	2404.75	2402.06	2404.20	968	0	4
2024.07.23	17:30:00	2404.12	2407.47	2404.03	2406.64	1175	0	4
2024.07.23	17:35:00	2406.64	2407.43	2405.91	2406.09	1026	0	4
2024.07.23	17:40:00	2406.10	2406.18	2404.34	2405.83	1120	0	4
2024.07.23	17:45:00	2405.84	2406.55	2404.59	2405.25	843	0	4
2024.07.23	17:50:00	2405.27	2405.36	2402.15	2403.01	966	0	4
2024.07.23	17:55:00	2403.01	2404.01	2402.51	2403.01	842	0	4
2024.07.23	18:00:00	2403.03	2404.79	2402.17	2403.30	1012	0	4
2024.07.23	18:05:00	2403.29	2404.30	2402.70	2404.10	537	0	4
2024.07.23	18:10:00	2404.02	2405.77	2403.41	2405.65	689	0	4
2024.07.23	18:15:00	2405.64	2406.47	2405.51	2406.17	823	0	4
2024.07.23	18:20:00	2406.19	2406.38	2405.52	2406.13	622	0	4
2024.07.23	18:25:00	2406.00	2406.34	2405.05	2405.57	794	0	4
2024.07.23	18:30:00	2405.56	2405.65	2403.88	2404.70	714	0	4
2024.07.23	18:35:00	2404.69	2406.33	2404.18	2406.23	485	0	4
2024.07.23	18:40:00	2406.23	2407.03	2405.72	2407.03	534	0	4
2024.07.23	18:45:00	2407.02	2407.24	2405.69	2406.29	598	0	4
2024.07.23	18:50:00	2406.28	2406.42	2405.08	2406.03	502	0	4
2024.07.23	18:55:00	2405.99	2406.09	2405.12	2405.47	497	0	4
2024.07.23	19:00:00	2405.57	2405.73	2404.38	2404.53	399	0	4
2024.07.23	19:05:00	2404.53	2404.68	2404.01	2404.45	407	0	4
2024.07.23	19:10:00	2404.46	2405.68	2404.29	2405.18	430	0	4
2024.07.23	19:15:00	2405.11	2405.51	2404.36	2404.50	325	0	4
2024.07.23	19:20:00	2404.50	2405.21	2403.28	2403.49	481	0	4
2024.07.23	19:25:00	2403.48	2404.71	2402.99	2404.56	512	0	4
2024.07.23	19:30:00	2404.54	2404.80	2403.99	2404.36	344	0	4
2024.07.23	19:35:00	2404.41	2404.52	2403.65	2404.12	405	0	4
2024.07.23	19:40:00	2404.11	2406.40	2403.81	2406.33	501	0	4
2024.07.23	19:45:00	2406.26	2406.82	2405.87	2406.31	448	0	4
2024.07.23	19:50:00	2406.32	2406.34	2404.73	2404.78	418	0	4
2024.07.23	19:55:00	2404.75	2405.50	2404.34	2405.37	535	0	4
2024.07.23	20:00:00	2405.37	2406.45	2404.60	2405.64	583	0	4
2024.07.23	20:05:00	2405.64	2406.67	2405.23	2406.66	482	0	4
2024.07.23	20:10:00	2406.57	2406.85	2405.39	2405.39	349	0	4
