<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.19	06:20:00	2330.65	2330.65	2329.90	2329.94	303	0	4
2024.06.19	06:25:00	2329.95	2329.95	2329.28	2329.59	293	0	4
2024.06.19	06:30:00	2329.60	2329.67	2328.85	2329.05	208	0	4
2024.06.19	06:35:00	2328.97	2329.05	2328.35	2328.61	161	0	4
2024.06.19	06:40:00	2328.60	2328.62	2328.32	2328.44	172	0	4
2024.06.19	06:45:00	2328.44	2328.44	2328.22	2328.38	155	0	4
2024.06.19	06:50:00	2328.37	2328.55	2328.15	2328.25	159	0	4
2024.06.19	06:55:00	2328.26	2328.56	2328.05	2328.34	109	0	4
2024.06.19	07:00:00	2328.31	2328.31	2327.99	2328.21	112	0	4
2024.06.19	07:05:00	2328.20	2328.25	2327.65	2328.14	157	0	4
2024.06.19	07:10:00	2328.06	2328.44	2327.91	2327.91	212	0	4
2024.06.19	07:15:00	2327.93	2328.22	2327.46	2327.48	319	0	4
2024.06.19	07:20:00	2327.48	2327.84	2327.28	2327.78	352	0	4
2024.06.19	07:25:00	2327.78	2327.90	2327.67	2327.77	139	0	6
2024.06.19	07:30:00	2327.78	2327.94	2327.69	2327.85	131	0	4
2024.06.19	07:35:00	2327.84	2328.21	2327.84	2328.14	103	0	4
2024.06.19	07:40:00	2328.15	2328.31	2328.08	2328.28	114	0	4
2024.06.19	07:45:00	2328.21	2328.47	2328.18	2328.27	78	0	4
2024.06.19	07:50:00	2328.27	2328.37	2328.02	2328.15	106	0	4
2024.06.19	07:55:00	2328.15	2328.26	2328.03	2328.04	61	0	4
2024.06.19	08:00:00	2328.03	2328.04	2327.02	2327.57	206	0	4
2024.06.19	08:05:00	2327.58	2328.12	2327.49	2328.01	228	0	4
2024.06.19	08:10:00	2328.02	2328.23	2327.99	2328.15	192	0	4
2024.06.19	08:15:00	2328.14	2328.62	2328.14	2328.50	180	0	4
2024.06.19	08:20:00	2328.50	2328.59	2328.17	2328.37	153	0	4
2024.06.19	08:25:00	2328.37	2328.70	2328.15	2328.56	258	0	4
2024.06.19	08:30:00	2328.56	2328.57	2327.57	2327.75	522	0	4
2024.06.19	08:35:00	2327.75	2327.75	2326.89	2327.65	566	0	4
2024.06.19	08:40:00	2327.65	2328.11	2327.44	2327.86	360	0	4
2024.06.19	08:45:00	2327.87	2329.39	2327.60	2329.24	589	0	4
2024.06.19	08:50:00	2329.26	2330.04	2328.90	2330.02	478	0	4
2024.06.19	08:55:00	2330.02	2330.14	2329.15	2329.35	286	0	4
2024.06.19	09:00:00	2329.39	2330.23	2329.14	2329.93	348	0	4
2024.06.19	09:05:00	2329.94	2330.24	2329.84	2330.07	233	0	4
2024.06.19	09:10:00	2329.97	2329.98	2329.27	2329.57	192	0	4
2024.06.19	09:15:00	2329.53	2330.23	2329.53	2330.11	301	0	4
2024.06.19	09:20:00	2330.00	2330.05	2328.91	2329.26	317	0	4
2024.06.19	09:25:00	2329.27	2329.49	2328.52	2329.05	264	0	4
2024.06.19	09:30:00	2329.05	2329.16	2328.54	2329.14	239	0	4
2024.06.19	09:35:00	2329.13	2329.64	2328.63	2328.77	390	0	4
2024.06.19	09:40:00	2328.76	2329.16	2328.65	2328.92	461	0	4
2024.06.19	09:45:00	2329.02	2329.59	2329.01	2329.42	439	0	4
2024.06.19	09:50:00	2329.41	2329.62	2328.92	2329.62	564	0	4
2024.06.19	09:55:00	2329.65	2330.82	2329.65	2330.31	482	0	4
2024.06.19	10:00:00	2330.33	2331.47	2330.24	2331.17	629	0	4
2024.06.19	10:05:00	2331.20	2332.75	2330.16	2330.18	744	0	4
2024.06.19	10:10:00	2330.18	2330.69	2329.87	2330.29	409	0	4
2024.06.19	10:15:00	2330.28	2331.51	2329.92	2331.37	630	0	4
2024.06.19	10:20:00	2331.40	2332.17	2330.67	2330.73	523	0	4
2024.06.19	10:25:00	2330.73	2331.86	2330.71	2331.18	294	0	4
2024.06.19	10:30:00	2331.15	2331.71	2330.68	2331.05	240	0	4
2024.06.19	10:35:00	2331.04	2331.77	2330.97	2331.71	271	0	4
2024.06.19	10:40:00	2331.75	2332.03	2331.13	2331.26	348	0	4
2024.06.19	10:45:00	2331.25	2331.34	2330.55	2330.67	267	0	4
2024.06.19	10:50:00	2330.68	2331.78	2330.60	2331.59	296	0	4
2024.06.19	10:55:00	2331.58	2332.07	2331.47	2331.92	217	0	4
2024.06.19	11:00:00	2331.92	2333.51	2331.92	2333.03	411	0	4
2024.06.19	11:05:00	2333.03	2334.50	2332.72	2334.29	341	0	4
2024.06.19	11:10:00	2334.29	2334.76	2333.85	2334.59	445	0	4
2024.06.19	11:15:00	2334.58	2335.06	2333.61	2333.92	335	0	4
2024.06.19	11:20:00	2333.93	2334.46	2333.84	2334.26	263	0	4
2024.06.19	11:25:00	2334.25	2334.46	2333.51	2333.90	268	0	4
2024.06.19	11:30:00	2333.80	2333.80	2333.23	2333.38	276	0	4
2024.06.19	11:35:00	2333.30	2333.52	2332.47	2332.62	265	0	4
2024.06.19	11:40:00	2332.62	2333.16	2332.32	2332.91	272	0	4
2024.06.19	11:45:00	2332.81	2332.91	2332.03	2332.67	234	0	4
2024.06.19	11:50:00	2332.61	2332.63	2332.23	2332.62	238	0	4
2024.06.19	11:55:00	2332.62	2333.18	2332.39	2332.60	262	0	4
2024.06.19	12:00:00	2332.59	2332.82	2331.60	2331.65	328	0	4
2024.06.19	12:05:00	2331.69	2331.79	2329.89	2329.98	299	0	4
2024.06.19	12:10:00	2329.88	2330.21	2329.28	2330.09	377	0	4
2024.06.19	12:15:00	2330.03	2330.74	2329.40	2330.61	461	0	4
2024.06.19	12:20:00	2330.65	2330.81	2330.09	2330.10	218	0	4
2024.06.19	12:25:00	2330.10	2330.10	2329.48	2329.50	210	0	4
2024.06.19	12:30:00	2329.50	2329.70	2328.43	2328.63	483	0	4
2024.06.19	12:35:00	2328.65	2328.77	2327.98	2328.11	352	0	4
2024.06.19	12:40:00	2328.13	2328.60	2327.75	2327.93	324	0	4
2024.06.19	12:45:00	2327.96	2328.81	2327.96	2328.70	315	0	4
2024.06.19	12:50:00	2328.69	2329.37	2328.40	2328.86	405	0	4
2024.06.19	12:55:00	2328.91	2329.06	2328.12	2328.21	244	0	4
2024.06.19	13:00:00	2328.19	2328.29	2327.48	2328.26	300	0	4
2024.06.19	13:05:00	2328.23	2328.56	2327.82	2328.37	246	0	4
2024.06.19	13:10:00	2328.50	2329.72	2328.30	2329.19	347	0	4
2024.06.19	13:15:00	2329.17	2329.93	2329.06	2329.49	420	0	4
2024.06.19	13:20:00	2329.50	2329.50	2328.63	2329.04	243	0	4
2024.06.19	13:25:00	2329.04	2329.80	2328.65	2328.71	297	0	4
2024.06.19	13:30:00	2328.64	2329.47	2328.45	2328.58	305	0	4
2024.06.19	13:35:00	2328.58	2329.77	2328.53	2329.12	373	0	4
2024.06.19	13:40:00	2329.19	2329.46	2328.62	2328.62	205	0	4
2024.06.19	13:45:00	2328.63	2329.01	2328.23	2328.23	244	0	4
2024.06.19	13:50:00	2328.24	2328.58	2327.55	2328.15	291	0	4
2024.06.19	13:55:00	2328.15	2328.25	2327.64	2328.01	329	0	4
2024.06.19	14:00:00	2328.02	2328.02	2326.82	2326.83	353	0	4
2024.06.19	14:05:00	2326.82	2327.08	2325.87	2326.38	638	0	4
2024.06.19	14:10:00	2326.39	2326.92	2326.02	2326.47	366	0	4
2024.06.19	14:15:00	2326.48	2327.48	2326.48	2327.35	196	0	4
2024.06.19	14:20:00	2327.36	2327.87	2327.29	2327.80	298	0	4
2024.06.19	14:25:00	2327.83	2329.18	2327.82	2328.82	281	0	4
2024.06.19	14:30:00	2328.78	2329.40	2328.59	2329.39	339	0	4
2024.06.19	14:35:00	2329.37	2330.00	2329.00	2330.00	279	0	4
2024.06.19	14:40:00	2330.01	2330.32	2328.99	2329.09	271	0	4
2024.06.19	14:45:00	2329.10	2330.96	2329.08	2330.71	514	0	4
2024.06.19	14:50:00	2330.68	2331.05	2330.44	2330.94	243	0	4
2024.06.19	14:55:00	2330.84	2330.86	2329.77	2330.49	229	0	4
2024.06.19	15:00:00	2330.50	2332.95	2330.19	2332.57	463	0	4
2024.06.19	15:05:00	2332.58	2332.59	2331.17	2331.17	371	0	4
2024.06.19	15:10:00	2330.99	2331.36	2329.48	2329.80	362	0	4
2024.06.19	15:15:00	2329.89	2330.50	2329.59	2330.42	288	0	4
2024.06.19	15:20:00	2330.42	2330.75	2329.26	2329.33	378	0	4
2024.06.19	15:25:00	2329.36	2329.36	2326.78	2327.28	519	0	4
2024.06.19	15:30:00	2327.28	2327.43	2326.20	2326.77	609	0	4
2024.06.19	15:35:00	2326.78	2327.40	2325.33	2325.34	537	0	4
2024.06.19	15:40:00	2325.35	2327.77	2325.35	2327.16	538	0	4
2024.06.19	15:45:00	2327.17	2328.69	2327.16	2328.43	455	0	4
2024.06.19	15:50:00	2328.45	2329.71	2328.41	2329.14	408	0	4
2024.06.19	15:55:00	2329.12	2329.90	2327.64	2328.39	495	0	4
2024.06.19	16:00:00	2328.39	2328.42	2326.84	2328.34	650	0	4
2024.06.19	16:05:00	2328.38	2329.12	2327.73	2328.23	427	0	4
2024.06.19	16:10:00	2328.22	2329.25	2327.79	2329.19	375	0	4
2024.06.19	16:15:00	2329.19	2329.25	2328.18	2329.04	314	0	4
2024.06.19	16:20:00	2329.09	2330.90	2328.48	2330.90	725	0	4
2024.06.19	16:25:00	2330.91	2331.52	2329.33	2329.77	949	0	4
2024.06.19	16:30:00	2329.78	2329.97	2329.18	2329.48	619	0	4
2024.06.19	16:35:00	2329.38	2329.72	2328.13	2328.45	521	0	4
2024.06.19	16:40:00	2328.43	2330.49	2328.24	2329.75	470	0	4
2024.06.19	16:45:00	2329.76	2329.86	2328.83	2329.65	445	0	4
2024.06.19	16:50:00	2329.62	2330.05	2328.91	2329.14	389	0	4
2024.06.19	16:55:00	2329.02	2329.38	2327.99	2328.24	364	0	4
2024.06.19	17:00:00	2328.20	2328.43	2323.81	2324.48	944	0	4
2024.06.19	17:05:00	2324.38	2326.29	2324.38	2325.89	681	0	4
2024.06.19	17:10:00	2325.85	2326.78	2325.68	2326.63	519	0	4
2024.06.19	17:15:00	2326.55	2327.28	2326.13	2327.12	461	0	4
2024.06.19	17:20:00	2327.10	2327.39	2325.77	2326.78	580	0	4
2024.06.19	17:25:00	2326.79	2327.80	2326.70	2327.68	464	0	4
2024.06.19	17:30:00	2327.66	2327.76	2326.54	2326.96	381	0	4
2024.06.19	17:35:00	2326.83	2326.86	2324.67	2325.09	566	0	4
2024.06.19	17:40:00	2325.00	2326.62	2324.79	2326.42	497	0	4
2024.06.19	17:45:00	2326.40	2326.66	2325.86	2326.56	422	0	4
2024.06.19	17:50:00	2326.60	2327.68	2326.54	2327.35	351	0	4
2024.06.19	17:55:00	2327.29	2327.38	2325.79	2326.20	440	0	4
2024.06.19	18:00:00	2326.20	2327.07	2325.99	2326.39	387	0	4
2024.06.19	18:05:00	2326.35	2327.14	2325.64	2326.39	452	0	4
2024.06.19	18:10:00	2326.43	2326.56	2325.31	2325.61	363	0	4
2024.06.19	18:15:00	2325.61	2326.01	2325.36	2325.97	415	0	4
2024.06.19	18:20:00	2325.91	2327.07	2325.88	2326.86	247	0	4
2024.06.19	18:25:00	2326.86	2326.86	2326.29	2326.69	223	0	4
2024.06.19	18:30:00	2326.68	2327.20	2326.39	2326.99	250	0	4
2024.06.19	18:35:00	2327.06	2327.93	2326.76	2327.64	227	0	4
2024.06.19	18:40:00	2327.43	2328.21	2327.14	2328.06	199	0	4
2024.06.19	18:45:00	2328.09	2328.51	2328.02	2328.23	227	0	4
2024.06.19	18:50:00	2328.23	2329.65	2328.23	2329.43	330	0	4
2024.06.19	18:55:00	2329.43	2329.90	2329.33	2329.90	257	0	4
2024.06.19	19:00:00	2329.90	2330.72	2329.82	2330.49	384	0	4
2024.06.19	19:05:00	2330.50	2330.80	2330.40	2330.60	246	0	4
2024.06.19	19:10:00	2330.63	2331.22	2330.42	2331.11	259	0	4
2024.06.19	19:15:00	2331.10	2331.11	2330.59	2330.81	175	0	4
2024.06.19	19:20:00	2330.81	2331.43	2330.75	2331.21	185	0	4
2024.06.19	19:25:00	2331.21	2331.21	2330.51	2330.78	251	0	4
2024.06.19	19:30:00	2330.76	2330.79	2329.97	2330.28	209	0	4
2024.06.19	19:35:00	2330.28	2331.20	2330.27	2330.97	116	0	4
2024.06.19	19:40:00	2330.98	2331.27	2330.38	2330.50	119	0	4
2024.06.19	19:45:00	2330.46	2330.69	2330.32	2330.32	64	0	4
2024.06.19	19:50:00	2330.32	2330.41	2329.58	2329.60	171	0	4
2024.06.19	19:55:00	2329.60	2329.89	2328.92	2329.49	101	0	4
2024.06.19	20:00:00	2329.51	2329.62	2329.31	2329.60	59	0	4
2024.06.19	20:05:00	2329.62	2330.96	2329.61	2330.90	109	0	4
2024.06.19	20:10:00	2330.91	2330.99	2330.03	2330.08	111	0	4
2024.06.19	20:15:00	2330.09	2330.61	2330.09	2330.61	62	0	4
2024.06.19	20:20:00	2330.51	2330.79	2330.40	2330.72	70	0	4
2024.06.19	20:25:00	2330.72	2331.00	2330.69	2330.78	112	0	4
2024.06.19	20:30:00	2330.78	2330.98	2330.38	2330.49	121	0	4
2024.06.19	20:35:00	2330.49	2330.72	2330.25	2330.39	68	0	4
2024.06.19	20:40:00	2330.39	2330.67	2330.21	2330.61	63	0	4
2024.06.19	20:45:00	2330.66	2331.11	2330.55	2330.67	68	0	4
2024.06.19	20:50:00	2330.71	2330.83	2329.51	2329.51	108	0	4
2024.06.19	20:55:00	2329.51	2330.19	2329.44	2330.09	63	0	4
2024.06.19	21:00:00	2330.14	2330.19	2329.45	2329.63	109	0	4
2024.06.19	21:05:00	2329.64	2329.88	2328.96	2329.21	111	0	4
2024.06.19	21:10:00	2329.23	2329.25	2328.72	2328.72	85	0	4
2024.06.19	21:15:00	2328.72	2329.10	2328.32	2328.61	165	0	4
2024.06.19	21:20:00	2328.62	2328.72	2328.28	2328.63	130	0	4
2024.06.19	21:25:00	2328.63	2328.63	2327.98	2328.13	124	0	4
2024.06.20	01:00:00	2328.84	2330.11	2328.71	2329.80	63	0	113
2024.06.20	01:05:00	2329.68	2329.94	2328.84	2329.25	93	0	4
2024.06.20	01:10:00	2329.24	2330.02	2329.15	2329.56	152	0	24
2024.06.20	01:15:00	2329.56	2329.86	2329.26	2329.65	87	0	8
2024.06.20	01:20:00	2329.68	2330.63	2329.68	2330.28	126	0	4
2024.06.20	01:25:00	2330.27	2330.43	2330.21	2330.27	26	0	4
2024.06.20	01:30:00	2330.26	2330.34	2329.95	2330.02	37	0	4
2024.06.20	01:35:00	2330.02	2330.12	2329.54	2329.84	37	0	9
2024.06.20	01:40:00	2329.74	2329.74	2329.42	2329.42	54	0	8
2024.06.20	01:45:00	2329.42	2330.27	2329.42	2330.23	73	0	6
2024.06.20	01:50:00	2330.19	2330.50	2330.19	2330.38	44	0	5
2024.06.20	01:55:00	2330.36	2330.47	2330.22	2330.47	27	0	8
2024.06.20	02:00:00	2330.45	2330.45	2329.80	2329.96	58	0	5
2024.06.20	02:05:00	2329.96	2330.15	2329.80	2329.80	32	0	4
2024.06.20	02:10:00	2329.79	2329.87	2329.28	2329.31	76	0	5
2024.06.20	02:15:00	2329.34	2329.61	2329.24	2329.25	74	0	4
2024.06.20	02:20:00	2329.27	2329.33	2329.13	2329.13	56	0	4
2024.06.20	02:25:00	2329.12	2329.64	2329.02	2329.44	79	0	4
2024.06.20	02:30:00	2329.43	2329.64	2329.30	2329.56	82	0	4
2024.06.20	02:35:00	2329.58	2329.74	2329.42	2329.62	70	0	4
2024.06.20	02:40:00	2329.63	2329.82	2329.61	2329.64	48	0	4
2024.06.20	02:45:00	2329.63	2329.74	2328.72	2329.04	242	0	4
2024.06.20	02:50:00	2329.03	2329.54	2328.92	2329.22	208	0	4
2024.06.20	02:55:00	2329.20	2329.50	2329.10	2329.40	77	0	4
2024.06.20	03:00:00	2329.42	2329.42	2329.10	2329.31	196	0	4
2024.06.20	03:05:00	2329.31	2329.42	2328.82	2329.09	246	0	4
2024.06.20	03:10:00	2329.09	2329.36	2328.98	2329.16	258	0	4
2024.06.20	03:15:00	2329.16	2329.16	2328.54	2329.02	159	0	4
2024.06.20	03:20:00	2329.04	2329.14	2328.79	2328.82	186	0	4
2024.06.20	03:25:00	2328.81	2328.89	2327.78	2328.24	198	0	4
2024.06.20	03:30:00	2328.24	2328.82	2328.24	2328.60	233	0	4
2024.06.20	03:35:00	2328.58	2328.85	2328.32	2328.37	230	0	4
2024.06.20	03:40:00	2328.34	2328.46	2327.86	2328.22	268	0	4
2024.06.20	03:45:00	2328.22	2328.95	2328.02	2328.83	250	0	4
2024.06.20	03:50:00	2328.83	2329.04	2328.38	2328.94	213	0	4
2024.06.20	03:55:00	2328.94	2329.90	2328.93	2329.75	308	0	4
2024.06.20	04:00:00	2329.78	2334.09	2329.78	2333.82	1037	0	4
2024.06.20	04:05:00	2333.82	2334.70	2332.58	2332.92	997	0	4
2024.06.20	04:10:00	2332.94	2334.53	2332.72	2333.93	820	0	4
2024.06.20	04:15:00	2333.95	2334.39	2331.54	2331.71	1089	0	4
2024.06.20	04:20:00	2331.70	2332.00	2330.93	2331.32	837	0	4
2024.06.20	04:25:00	2331.32	2332.47	2331.29	2332.31	601	0	4
2024.06.20	04:30:00	2332.31	2336.86	2332.31	2335.52	832	0	4
2024.06.20	04:35:00	2335.62	2337.92	2335.50	2337.12	1209	0	4
2024.06.20	04:40:00	2337.12	2339.07	2336.80	2337.47	951	0	4
2024.06.20	04:45:00	2337.51	2337.95	2336.42	2337.56	775	0	4
2024.06.20	04:50:00	2337.57	2337.94	2336.68	2337.17	637	0	4
2024.06.20	04:55:00	2337.17	2337.25	2336.07	2336.34	713	0	4
2024.06.20	05:00:00	2336.34	2336.77	2335.23	2335.61	786	0	4
2024.06.20	05:05:00	2335.60	2337.35	2335.60	2336.89	797	0	4
2024.06.20	05:10:00	2336.84	2337.29	2336.01	2336.02	521	0	4
2024.06.20	05:15:00	2336.02	2336.77	2335.56	2336.44	385	0	4
2024.06.20	05:20:00	2336.45	2336.67	2335.86	2335.99	323	0	4
2024.06.20	05:25:00	2336.00	2336.13	2335.25	2335.54	253	0	4
2024.06.20	05:30:00	2335.51	2336.15	2333.71	2333.92	598	0	4
2024.06.20	05:35:00	2333.93	2334.35	2333.61	2333.61	447	0	4
2024.06.20	05:40:00	2333.60	2333.78	2332.87	2333.74	397	0	4
2024.06.20	05:45:00	2333.76	2334.55	2333.66	2334.43	425	0	4
2024.06.20	05:50:00	2334.44	2334.53	2333.69	2334.10	361	0	4
2024.06.20	05:55:00	2334.11	2334.84	2333.70	2333.86	492	0	4
2024.06.20	06:00:00	2333.82	2333.85	2332.61	2332.68	426	0	4
2024.06.20	06:05:00	2332.67	2333.42	2332.42	2333.42	652	0	4
2024.06.20	06:10:00	2333.42	2333.84	2333.07	2333.38	475	0	4
2024.06.20	06:15:00	2333.38	2334.37	2333.37	2334.36	377	0	4
2024.06.20	06:20:00	2334.38	2334.41	2333.67	2334.00	516	0	4
2024.06.20	06:25:00	2334.01	2334.45	2333.78	2334.20	509	0	4
2024.06.20	06:30:00	2334.15	2334.20	2333.19	2333.96	438	0	4
2024.06.20	06:35:00	2333.96	2334.15	2333.72	2333.84	192	0	4
2024.06.20	06:40:00	2333.83	2333.87	2333.32	2333.83	217	0	4
2024.06.20	06:45:00	2333.86	2334.13	2332.92	2333.29	282	0	4
2024.06.20	06:50:00	2333.30	2334.20	2333.18	2333.60	198	0	4
2024.06.20	06:55:00	2333.60	2334.12	2333.52	2333.93	218	0	7
2024.06.20	07:00:00	2333.93	2334.49	2333.77	2334.27	222	0	4
2024.06.20	07:05:00	2334.27	2335.01	2334.11	2335.01	261	0	4
2024.06.20	07:10:00	2335.00	2335.72	2334.90	2335.22	287	0	4
2024.06.20	07:15:00	2335.22	2335.64	2334.81	2335.01	297	0	4
2024.06.20	07:20:00	2335.01	2337.68	2335.01	2337.53	594	0	4
2024.06.20	07:25:00	2337.52	2338.51	2336.77	2338.47	620	0	4
2024.06.20	07:30:00	2338.37	2339.19	2338.03	2338.93	458	0	4
2024.06.20	07:35:00	2338.93	2339.92	2338.93	2339.82	411	0	4
2024.06.20	07:40:00	2339.94	2340.16	2339.09	2339.26	448	0	4
2024.06.20	07:45:00	2339.30	2339.62	2339.05	2339.12	233	0	4
2024.06.20	07:50:00	2339.12	2339.87	2339.12	2339.69	330	0	4
2024.06.20	07:55:00	2339.71	2340.97	2339.50	2340.52	382	0	4
2024.06.20	08:00:00	2340.52	2342.12	2340.21	2341.42	400	0	4
2024.06.20	08:05:00	2341.45	2341.51	2339.82	2340.89	712	0	4
2024.06.20	08:10:00	2340.88	2341.73	2340.86	2341.71	386	0	4
2024.06.20	08:15:00	2341.71	2341.82	2340.71	2340.92	376	0	4
2024.06.20	08:20:00	2340.92	2342.25	2340.84	2341.59	452	0	4
2024.06.20	08:25:00	2341.59	2342.09	2341.42	2342.02	406	0	4
2024.06.20	08:30:00	2342.04	2343.02	2341.66	2342.36	1035	0	4
2024.06.20	08:35:00	2342.38	2344.90	2342.30	2343.36	781	0	4
2024.06.20	08:40:00	2343.37	2343.46	2342.01	2342.72	926	0	4
2024.06.20	08:45:00	2342.62	2342.98	2341.24	2341.55	861	0	4
2024.06.20	08:50:00	2341.54	2341.70	2340.92	2341.22	712	0	4
2024.06.20	08:55:00	2341.20	2341.65	2340.14	2340.41	854	0	4
2024.06.20	09:00:00	2340.45	2341.90	2340.28	2341.68	678	0	4
2024.06.20	09:05:00	2341.80	2343.17	2341.80	2342.17	659	0	4
2024.06.20	09:10:00	2342.17	2342.51	2341.69	2342.14	665	0	4
2024.06.20	09:15:00	2342.15	2343.18	2342.14	2342.74	572	0	4
2024.06.20	09:20:00	2342.76	2344.27	2342.18	2344.03	486	0	4
2024.06.20	09:25:00	2344.04	2345.01	2344.02	2344.39	815	0	4
2024.06.20	09:30:00	2344.43	2344.71	2343.66	2344.20	447	0	4
2024.06.20	09:35:00	2344.16	2344.70	2343.32	2343.41	365	0	4
2024.06.20	09:40:00	2343.39	2343.80	2342.84	2342.98	610	0	4
2024.06.20	09:45:00	2342.99	2344.64	2342.98	2344.04	707	0	4
2024.06.20	09:50:00	2344.02	2345.71	2344.02	2344.27	650	0	4
2024.06.20	09:55:00	2344.25	2344.38	2343.77	2344.19	604	0	4
2024.06.20	10:00:00	2344.18	2344.28	2343.38	2343.72	536	0	4
2024.06.20	10:05:00	2343.70	2343.70	2342.49	2343.11	490	0	4
2024.06.20	10:10:00	2343.13	2343.44	2341.91	2342.29	490	0	4
2024.06.20	10:15:00	2342.30	2343.99	2342.08	2342.95	518	0	4
2024.06.20	10:20:00	2342.90	2344.17	2342.90	2343.48	510	0	4
2024.06.20	10:25:00	2343.50	2344.52	2343.29	2344.23	434	0	4
2024.06.20	10:30:00	2344.26	2344.99	2344.12	2344.40	550	0	4
2024.06.20	10:35:00	2344.35	2344.35	2341.82	2342.00	639	0	4
2024.06.20	10:40:00	2341.93	2342.48	2341.20	2341.21	653	0	4
2024.06.20	10:45:00	2341.21	2342.18	2339.41	2339.41	623	0	4
2024.06.20	10:50:00	2339.41	2340.52	2339.05	2339.81	521	0	4
2024.06.20	10:55:00	2339.80	2340.49	2338.51	2338.62	514	0	4
2024.06.20	11:00:00	2338.61	2338.72	2336.25	2336.37	600	0	4
2024.06.20	11:05:00	2336.33	2337.11	2335.22	2335.68	860	0	4
2024.06.20	11:10:00	2335.69	2336.00	2333.86	2334.25	683	0	4
2024.06.20	11:15:00	2334.26	2334.40	2333.14	2333.72	794	0	4
2024.06.20	11:20:00	2333.61	2334.37	2333.24	2333.83	513	0	4
2024.06.20	11:25:00	2333.80	2334.27	2333.24	2333.90	677	0	4
2024.06.20	11:30:00	2333.89	2334.38	2332.69	2333.90	635	0	4
2024.06.20	11:35:00	2333.89	2334.47	2333.43	2334.37	420	0	4
2024.06.20	11:40:00	2334.34	2334.73	2333.60	2333.64	412	0	4
2024.06.20	11:45:00	2333.66	2334.61	2333.66	2334.55	310	0	4
2024.06.20	11:50:00	2334.60	2334.87	2333.27	2334.49	428	0	4
2024.06.20	11:55:00	2334.49	2334.98	2333.04	2333.42	445	0	4
2024.06.20	12:00:00	2333.36	2333.94	2332.83	2333.94	393	0	4
2024.06.20	12:05:00	2333.92	2333.92	2333.34	2333.69	312	0	4
2024.06.20	12:10:00	2333.70	2333.83	2331.69	2332.30	375	0	4
2024.06.20	12:15:00	2332.26	2334.11	2332.23	2334.08	358	0	4
2024.06.20	12:20:00	2334.09	2334.64	2333.44	2333.55	436	0	4
2024.06.20	12:25:00	2333.52	2334.54	2332.58	2333.29	603	0	4
2024.06.20	12:30:00	2333.21	2334.41	2332.89	2334.13	475	0	4
2024.06.20	12:35:00	2334.13	2335.37	2333.74	2335.24	474	0	4
2024.06.20	12:40:00	2335.26	2335.26	2334.10	2335.00	367	0	4
2024.06.20	12:45:00	2334.99	2335.59	2334.87	2335.48	277	0	4
2024.06.20	12:50:00	2335.49	2335.79	2334.84	2335.34	390	0	4
2024.06.20	12:55:00	2335.34	2335.34	2334.44	2334.65	273	0	4
2024.06.20	13:00:00	2334.66	2335.07	2333.51	2334.47	288	0	4
2024.06.20	13:05:00	2334.48	2334.80	2334.08	2334.19	239	0	4
2024.06.20	13:10:00	2334.18	2335.40	2334.09	2335.12	320	0	4
2024.06.20	13:15:00	2335.12	2335.41	2334.80	2335.39	243	0	4
2024.06.20	13:20:00	2335.42	2336.58	2335.20	2336.10	286	0	4
2024.06.20	13:25:00	2336.15	2337.65	2336.15	2337.38	381	0	4
2024.06.20	13:30:00	2337.36	2338.54	2337.15	2338.39	336	0	4
2024.06.20	13:35:00	2338.38	2338.53	2337.72	2338.39	310	0	4
2024.06.20	13:40:00	2338.42	2339.19	2338.22	2339.11	369	0	4
2024.06.20	13:45:00	2339.10	2339.62	2338.71	2339.22	376	0	4
2024.06.20	13:50:00	2339.22	2339.96	2339.22	2339.86	128	0	4
2024.06.20	13:55:00	2340.18	2340.67	2339.48	2339.48	405	0	4
2024.06.20	14:00:00	2339.53	2340.19	2338.47	2339.47	492	0	4
2024.06.20	14:05:00	2339.46	2340.69	2339.41	2340.42	490	0	4
2024.06.20	14:10:00	2340.40	2340.49	2339.56	2339.84	339	0	4
2024.06.20	14:15:00	2339.86	2340.06	2339.29	2339.60	320	0	4
2024.06.20	14:20:00	2339.59	2339.60	2337.85	2338.90	527	0	4
2024.06.20	14:25:00	2338.91	2340.52	2338.49	2339.61	399	0	4
2024.06.20	14:30:00	2339.63	2340.62	2339.63	2340.39	401	0	4
2024.06.20	14:35:00	2340.31	2340.61	2340.00	2340.41	332	0	4
2024.06.20	14:40:00	2340.41	2341.40	2340.35	2340.84	279	0	4
2024.06.20	14:45:00	2340.85	2340.98	2339.47	2339.48	276	0	4
2024.06.20	14:50:00	2339.48	2339.65	2338.29	2339.50	311	0	4
2024.06.20	14:55:00	2339.50	2339.84	2338.99	2339.31	473	0	4
2024.06.20	15:00:00	2339.32	2340.40	2338.54	2338.72	607	0	4
2024.06.20	15:05:00	2338.75	2340.57	2338.67	2339.53	516	0	4
2024.06.20	15:10:00	2339.54	2339.76	2337.87	2337.88	552	0	4
2024.06.20	15:15:00	2337.91	2340.05	2337.47	2339.58	530	0	4
2024.06.20	15:20:00	2339.70	2341.60	2339.44	2341.09	786	0	4
2024.06.20	15:25:00	2341.09	2341.96	2339.69	2340.32	567	0	4
2024.06.20	15:30:00	2340.36	2343.72	2339.86	2339.98	1315	0	4
